NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 9, Kenai Peninsula Borough, Alaska",1400000US02122000900,1992,45.3,1872,0,39,15,0,0,1132,811,661,150,320,173,259600,661,0,1918,151,32758,811,33,64219,1992,589,1330,38,1349,1225,320,0,13,8,16,110,173,02,122,000900
"Census Tract 10, Kenai Peninsula Borough, Alaska",1400000US02122001000,4049,42.0,3621,16,236,42,5,36,2162,1816,1045,771,1599,1349,245200,1045,9,3987,335,31220,1816,56,52258,4049,1154,2718,25,2637,2228,1599,0,3,17,73,157,1349,02,122,001000
"Census Tract 11, Kenai Peninsula Borough, Alaska",1400000US02122001100,2952,37.4,2748,0,49,61,0,1,1661,1206,873,333,605,446,240900,873,16,2914,444,25236,1206,30,51071,2952,1091,1571,66,1880,1273,605,0,4,26,39,90,446,02,122,001100
"Census Tract 12, Kenai Peninsula Borough, Alaska",1400000US02122001200,772,33.8,299,5,435,4,0,0,1043,303,191,112,303,169,177500,191,0,772,162,21064,303,5,32396,772,458,299,5,473,331,303,0,0,33,40,61,169,02,122,001200
"Census Tract 13, Kenai Peninsula Borough, Alaska",1400000US02122001300,5328,37.8,3823,76,731,306,8,1,2261,1831,1229,602,1318,788,189500,1229,6,4707,185,26917,1831,32,58019,5328,2096,2714,133,3513,2919,1318,0,0,0,73,457,788,02,122,001300
"Census Tract 1, Ketchikan Gateway Borough, Alaska",1400000US02130000100,3516,41.7,3030,6,217,11,0,88,1658,1332,1008,324,819,620,292600,1008,24,3356,94,33685,1332,22,81447,3516,1327,2082,56,2195,2039,819,0,0,6,38,155,620,02,130,000100
"Census Tract 2, Ketchikan Gateway Borough, Alaska",1400000US02130000200,4565,37.8,2867,30,809,462,0,52,2175,1977,1050,927,1974,1491,229500,1050,0,4450,495,27424,1977,22,51821,4565,1676,2308,11,3225,2690,1974,15,0,0,175,293,1491,02,130,000200
"Census Tract 3, Ketchikan Gateway Borough, Alaska",1400000US02130000300,3111,31.2,1703,24,566,199,0,54,1450,1306,456,850,1654,1422,231800,456,2,2890,494,25795,1306,36,41094,3111,1410,1348,109,2180,1910,1654,23,0,17,38,154,1422,02,130,000300
"Census Tract 4, Ketchikan Gateway Borough, Alaska",1400000US02130000400,2225,39.2,1558,1,376,76,0,2,899,864,628,236,563,430,247100,628,0,2225,151,35327,864,73,86065,2225,1147,923,65,1309,1240,563,0,0,23,38,72,430,02,130,000400
"Census Tract 1, Kodiak Island Borough, Alaska",1400000US02150000100,2013,34.0,1077,11,776,51,8,23,1113,664,542,122,403,320,178700,542,0,2013,292,23249,664,9,65781,2013,975,936,20,1246,1043,403,4,0,29,17,33,320,02,150,000100
"Census Tract 2, Kodiak Island Borough, Alaska",1400000US02150000200,6256,36.3,3641,90,997,1216,2,222,2635,2302,1412,890,2056,1795,244100,1412,0,6186,495,31978,2302,105,71720,6256,2235,2916,202,4202,3222,2056,0,0,0,147,114,1795,02,150,000200
"Census Tract 3, Kodiak Island Borough, Alaska",1400000US02150000300,2409,28.7,1061,0,183,1074,0,0,701,633,286,347,1127,916,148600,286,0,2409,462,21694,633,18,54018,2409,985,679,77,1407,716,1127,0,0,31,180,0,916,02,150,000300
"Census Tract 4, Kodiak Island Borough, Alaska",1400000US02150000400,1032,44.4,566,4,53,388,0,11,504,504,142,362,632,481,354800,142,15,1023,216,28967,504,33,39688,1032,236,454,13,681,446,632,0,0,19,5,127,481,02,150,000400
"Census Tract 5, Kodiak Island Borough, Alaska",1400000US02150000500,1778,22.7,1357,45,127,6,9,21,370,342,5,337,1355,1314,-666666666,5,0,1366,20,17651,342,0,66176,1778,259,1422,29,1182,1104,1355,0,0,0,0,41,1314,02,150,000500
"Census Tract 1, Lake and Peninsula Borough, Alaska",1400000US02164000100,1540,31.2,529,7,903,17,7,3,1605,562,349,213,578,423,157600,349,0,1535,323,21210,562,9,51429,1540,1094,426,1,989,851,578,0,0,31,42,82,423,02,164,000100
"Census Tract 1.01, Matanuska-Susitna Borough, Alaska",1400000US02170000101,575,46.2,567,0,0,0,0,0,1964,272,216,56,185,166,213900,216,0,575,148,24410,272,0,49423,575,112,439,22,366,364,185,0,0,0,19,0,166,02,170,000101
"Census Tract 1.02, Matanuska-Susitna Borough, Alaska",1400000US02170000102,2061,43.8,1951,0,4,0,0,22,2215,938,821,117,173,151,167200,821,0,2050,370,21861,938,10,36837,2061,321,1703,15,1453,1381,173,0,0,0,0,22,151,02,170,000102
"Census Tract 2, Matanuska-Susitna Borough, Alaska",1400000US02170000200,1778,41.7,1381,9,290,4,5,25,1537,531,399,132,339,294,172700,399,7,1280,259,22918,531,19,55859,1778,625,1107,11,1380,1246,339,0,0,0,0,45,294,02,170,000200
"Census Tract 3, Matanuska-Susitna Borough, Alaska",1400000US02170000300,5490,34.1,4944,54,230,39,0,11,2062,1793,1617,176,514,300,239200,1617,0,5471,286,32480,1793,90,87396,5490,2264,3004,31,3372,3213,514,0,35,0,80,99,300,02,170,000300
"Census Tract 4.01, Matanuska-Susitna Borough, Alaska",1400000US02170000401,1910,32.9,1731,0,65,0,0,0,913,672,525,147,403,211,172100,525,0,1875,254,24355,672,11,57717,1910,748,1102,23,1159,1114,403,0,0,0,17,175,211,02,170,000401
"Census Tract 4.02, Matanuska-Susitna Borough, Alaska",1400000US02170000402,1822,43.7,1730,0,31,0,23,0,1862,694,665,29,60,39,207100,665,10,1818,134,29638,694,19,71875,1822,612,1119,52,1211,1176,60,0,0,0,21,0,39,02,170,000402
"Census Tract 5.01, Matanuska-Susitna Borough, Alaska",1400000US02170000501,1753,42.7,1461,64,107,16,18,35,1241,712,513,199,401,253,180600,513,0,1718,266,25371,712,0,51563,1753,648,896,0,1098,962,401,0,0,0,75,73,253,02,170,000501
"Census Tract 5.02, Matanuska-Susitna Borough, Alaska",1400000US02170000502,2003,40.3,1649,14,104,1,0,0,1682,677,549,128,387,225,211300,549,15,1824,196,29353,677,27,57454,2003,803,1153,19,1278,1205,387,0,0,0,26,136,225,02,170,000502
"Census Tract 6.01, Matanuska-Susitna Borough, Alaska",1400000US02170000601,4472,36.9,3552,105,387,7,0,0,1611,1500,1345,155,480,432,223400,1345,0,4432,278,31077,1500,75,85208,4472,1863,2297,104,2851,2691,480,0,40,0,0,8,432,02,170,000601
"Census Tract 6.03, Matanuska-Susitna Borough, Alaska",1400000US02170000603,6021,30.3,5158,60,197,319,15,0,2080,1904,1594,310,945,892,190700,1594,0,5998,369,26703,1904,16,77380,6021,2093,3647,105,3800,3435,945,0,0,13,40,0,892,02,170,000603
"Census Tract 6.04, Matanuska-Susitna Borough, Alaska",1400000US02170000604,3131,32.7,2597,14,190,93,0,0,1413,1151,942,209,734,552,187700,942,18,3114,531,29203,1151,104,63102,3131,1112,1911,73,2087,2003,734,0,0,0,140,42,552,02,170,000604
"Census Tract 7.01, Matanuska-Susitna Borough, Alaska",1400000US02170000701,2738,38.6,2376,8,162,0,8,0,1455,1104,974,130,239,156,211700,974,0,2731,395,30176,1104,50,57500,2738,1120,1536,23,1736,1634,239,0,0,0,55,28,156,02,170,000701
"Census Tract 7.03, Matanuska-Susitna Borough, Alaska",1400000US02170000703,3191,33.3,2714,7,109,78,3,0,1359,1244,972,272,676,584,193200,972,0,3191,398,25090,1244,7,64620,3191,1044,1946,39,1882,1821,676,0,0,10,22,60,584,02,170,000703
"Census Tract 7.05, Matanuska-Susitna Borough, Alaska",1400000US02170000705,4157,30.8,3567,51,98,41,26,19,1474,1392,1066,326,915,772,218600,1066,0,4091,251,27249,1392,18,70000,4157,1805,2127,102,2554,2332,915,0,57,0,79,7,772,02,170,000705
"Census Tract 7.06, Matanuska-Susitna Borough, Alaska",1400000US02170000706,5655,29.3,5030,73,159,20,0,65,1793,1663,1464,199,845,746,205300,1464,0,5534,926,24941,1663,105,67465,5655,2016,2839,64,3404,2964,845,0,0,0,67,32,746,02,170,000706
"Census Tract 8, Matanuska-Susitna Borough, Alaska",1400000US02170000800,4592,28.6,3916,54,198,92,8,10,2048,1817,861,956,2412,1724,208400,861,7,4550,613,25139,1817,41,50802,4592,1992,2294,54,2803,2560,2412,0,0,17,39,632,1724,02,170,000800
"Census Tract 9, Matanuska-Susitna Borough, Alaska",1400000US02170000900,2737,45.2,2234,13,229,69,0,11,1218,1170,769,401,693,612,228600,769,0,2728,324,35222,1170,94,64750,2737,1067,1531,44,1687,1578,693,0,0,0,15,66,612,02,170,000900
"Census Tract 10.01, Matanuska-Susitna Borough, Alaska",1400000US02170001001,3619,36.0,2838,96,206,49,0,15,1380,1281,991,290,947,821,243400,991,0,3605,135,37132,1281,97,86050,3619,1035,2289,122,2383,2126,947,0,0,64,0,62,821,02,170,001001
"Census Tract 10.03, Matanuska-Susitna Borough, Alaska",1400000US02170001003,3555,36.3,2866,6,241,12,0,49,1415,1283,1084,199,520,440,206400,1084,0,3555,321,29002,1283,26,71836,3555,1204,2114,203,2206,2097,520,0,0,32,26,22,440,02,170,001003
"Census Tract 10.04, Matanuska-Susitna Borough, Alaska",1400000US02170001004,5517,32.2,4637,12,216,12,0,45,2041,1944,1320,624,1409,1135,257300,1320,0,5512,436,32226,1944,98,80893,5517,2051,3234,134,3613,3447,1409,0,0,0,8,266,1135,02,170,001004
"Census Tract 11, Matanuska-Susitna Borough, Alaska",1400000US02170001100,5531,36.1,4814,0,191,73,0,30,1880,1822,1581,241,585,530,261900,1581,0,5516,188,36359,1822,131,91554,5531,2132,3036,136,3472,3267,585,0,0,9,10,36,530,02,170,001100
"Census Tract 12.01, Matanuska-Susitna Borough, Alaska",1400000US02170001201,4633,33.2,3792,61,302,61,0,76,1794,1606,1148,458,996,758,197800,1148,0,4417,482,26377,1606,54,59255,4633,1723,2703,85,2997,2782,996,0,28,0,73,137,758,02,170,001201
"Census Tract 12.02, Matanuska-Susitna Borough, Alaska",1400000US02170001202,4679,31.9,3851,68,192,40,68,56,1659,1583,1071,512,1404,1206,235100,1071,14,4653,318,28323,1583,39,73315,4679,1748,2752,84,2869,2717,1404,7,0,4,92,95,1206,02,170,001202
"Census Tract 13, Matanuska-Susitna Borough, Alaska",1400000US02170001300,5197,39.0,4702,90,137,30,6,13,2110,1856,1590,266,673,439,218900,1590,0,5152,366,32703,1856,117,74766,5197,1824,3189,87,3298,3132,673,0,0,38,10,186,439,02,170,001300
"Census Tract 1, Nome Census Area, Alaska",1400000US02180000100,5821,23.4,264,3,5205,13,32,4,2017,1368,787,581,2185,717,102800,787,1,5749,2093,11881,1368,12,36389,5821,5438,315,29,3259,2009,2185,13,68,198,635,554,717,02,180,000100
"Census Tract 2, Nome Census Area, Alaska",1400000US02180000200,3622,35.8,1316,145,1601,72,0,26,1958,1388,672,716,1551,1157,188300,672,0,3436,203,33896,1388,62,69559,3622,2200,1234,31,2402,2041,1551,0,80,34,97,183,1157,02,180,000200
"Census Tract 1, North Slope Borough, Alaska",1400000US02185000100,4154,24.1,1558,34,1958,66,57,117,1358,997,327,670,2473,1547,183600,327,0,4047,531,26154,997,68,89153,4154,2713,1274,42,2406,1312,2473,32,0,256,172,466,1547,02,185,000100
"Census Tract 2, North Slope Borough, Alaska",1400000US02185000200,3941,27.1,386,13,3265,29,14,0,1159,969,547,422,1415,751,107400,547,0,3917,392,22235,969,11,69241,3941,3476,369,51,2423,1160,1415,51,5,183,142,283,751,02,185,000200
"Census Tract 3, North Slope Borough, Alaska",1400000US02185000300,993,44.8,934,0,45,0,0,4,0,0,0,0,0,0,-666666666,0,0,992,23,126539,0,0,-666666666,993,357,591,45,961,955,0,0,0,0,0,0,0,02,185,000300
"Census Tract 1, Northwest Arctic Borough, Alaska",1400000US02188000100,4330,25.0,375,2,3756,39,0,11,1618,886,555,331,1296,704,111800,555,0,4316,973,20137,886,0,46563,4330,3905,328,20,2491,1436,1296,2,29,68,286,207,704,02,188,000100
"Census Tract 2, Northwest Arctic Borough, Alaska",1400000US02188000200,3202,27.4,512,24,2199,52,9,7,1081,911,423,488,1502,1117,164400,423,0,3148,492,23935,911,18,71761,3202,2536,583,15,1936,1470,1502,12,0,18,139,216,1117,02,188,000200
"Census Tract 2, Petersburg Census Area, Alaska",1400000US02195000200,3831,42.4,2782,74,400,87,0,102,2049,1564,1194,370,816,551,182200,1194,3,3762,335,31279,1564,30,64216,3831,1415,2158,39,2577,2301,816,0,0,0,96,169,551,02,195,000200
"Census Tract 1, Prince of Wales-Hyder Census Area, Alaska",1400000US02198000100,1471,47.4,980,0,417,5,0,0,1124,730,550,180,318,198,155100,550,0,1461,211,26038,730,8,38000,1471,547,911,8,1012,987,318,4,4,0,89,23,198,02,198,000100
"Census Tract 2, Prince of Wales-Hyder Census Area, Alaska",1400000US02198000200,2466,37.6,1557,0,618,44,17,19,1144,982,666,316,731,584,170000,666,12,2450,399,26538,982,27,55500,2466,975,1373,30,1548,1426,731,0,0,11,49,87,584,02,198,000200
"Census Tract 3, Prince of Wales-Hyder Census Area, Alaska",1400000US02198000300,116,52.6,116,0,0,0,0,0,83,62,28,34,47,43,108300,28,0,116,4,21899,62,0,27500,116,35,81,0,94,94,47,0,0,0,0,4,43,02,198,000300
"Census Tract 9401, Prince of Wales-Hyder Census Area, Alaska",1400000US02198940100,1488,33.3,120,7,1257,0,0,0,645,577,355,222,653,340,101100,355,0,1478,179,21301,577,12,45216,1488,1255,201,25,923,888,653,21,0,24,200,68,340,02,198,940100
"Census Tract 1, Sitka City and Borough, Alaska",1400000US02220000100,3601,35.2,2558,3,740,9,0,46,1652,1488,864,624,1367,1177,317100,864,6,3598,296,34735,1488,97,76346,3601,1575,1899,23,2464,2266,1367,0,0,66,7,117,1177,02,220,000100
"Census Tract 2, Sitka City and Borough, Alaska",1400000US02220000200,5278,42.3,3434,31,889,370,0,47,2426,2144,1083,1061,2463,1574,313400,1083,16,5005,294,30892,2144,45,65859,5278,1756,3001,28,3563,2991,2463,0,104,86,296,403,1574,02,220,000200
"Census Tract 1, Skagway Municipality, Alaska",1400000US02230000100,1105,40.4,911,10,14,108,0,0,638,430,264,166,310,227,310300,264,6,1094,90,36108,430,44,73000,1105,232,636,72,801,615,310,0,0,0,16,67,227,02,230,000100
"Census Tract 1, Southeast Fairbanks Census Area, Alaska",1400000US02240000100,2311,40.4,1373,120,536,0,0,0,1615,913,689,224,635,492,114700,689,0,2304,385,20780,913,0,39085,2311,1187,1064,26,1429,1255,635,0,0,1,97,45,492,02,240,000100
"Census Tract 4, Southeast Fairbanks Census Area, Alaska",1400000US02240000400,4689,33.8,4314,43,101,63,32,5,2258,1610,956,654,1706,1394,177300,956,15,4568,328,33072,1610,39,73773,4689,969,3116,116,3041,2472,1706,0,16,0,57,239,1394,02,240,000400
"Census Tract 1, Valdez-Cordova Census Area, Alaska",1400000US02261000100,2869,43.6,1912,15,761,0,6,0,2612,1180,913,267,680,458,169000,913,11,2850,331,23692,1180,0,50459,2869,1371,1454,6,1806,1665,680,0,33,13,85,91,458,02,261,000100
"Census Tract 2, Valdez-Cordova Census Area, Alaska",1400000US02261000200,2380,41.0,1645,0,249,316,0,0,1194,836,649,187,306,248,185400,649,0,2337,44,34406,836,54,80000,2380,814,1211,31,1520,1274,306,0,0,0,26,32,248,02,261,000200
"Census Tract 3, Valdez-Cordova Census Area, Alaska",1400000US02261000300,4347,35.7,3327,37,558,20,21,107,2225,1777,1335,442,785,653,160200,1335,0,4240,256,34022,1777,59,69886,4347,1864,2260,114,3132,2990,785,0,14,28,50,40,653,02,261,000300
"Census Tract 1, Wade Hampton Census Area, Alaska",1400000US02270000100,7473,21.7,251,9,6797,21,24,0,2177,1714,1149,565,1963,1107,85100,1149,0,7431,2229,11476,1714,8,39583,7473,7146,280,24,3970,1514,1963,0,79,134,233,410,1107,02,270,000100
"Census Tract 3, Wrangell City and Borough, Alaska",1400000US02275000300,2353,44.1,1653,21,415,22,9,0,1376,1004,763,241,457,287,168500,763,0,2318,203,29643,1004,52,50000,2353,1079,1156,40,1395,1304,457,0,8,0,30,132,287,02,275,000300
"Census Tract 1, Yakutat City and Borough, Alaska",1400000US02282000100,731,39.4,281,40,280,9,7,8,449,259,133,126,309,225,155500,133,0,729,21,37556,259,9,74844,731,362,283,23,537,426,309,0,0,0,36,48,225,02,282,000100
"Census Tract 1, Yukon-Koyukuk Census Area, Alaska",1400000US02290000100,1109,38.6,173,0,874,0,20,0,961,497,376,121,292,214,102800,376,0,1105,263,18052,497,0,27663,1109,933,156,20,725,475,292,6,0,12,50,10,214,02,290,000100
"Census Tract 2, Yukon-Koyukuk Census Area, Alaska",1400000US02290000200,1527,44.3,660,4,662,0,0,4,1260,568,426,142,417,293,88500,426,0,1495,293,23613,568,3,46528,1527,867,625,18,932,829,417,0,0,3,15,106,293,02,290,000200
"Census Tract 3, Yukon-Koyukuk Census Area, Alaska",1400000US02290000300,1827,32.4,211,0,1482,28,5,0,1055,615,409,206,598,331,115700,409,3,1822,435,18263,615,3,32426,1827,1525,258,7,1142,933,598,0,6,45,128,88,331,02,290,000300
"Census Tract 4, Yukon-Koyukuk Census Area, Alaska",1400000US02290000400,1150,29.1,202,0,805,7,0,1,751,361,219,142,416,218,88300,219,0,1133,289,19466,361,7,38750,1150,913,223,2,711,605,416,23,0,7,74,94,218,02,290,000400
